Mod:Item:MetaData, Localized Name
cyclicmagic:block_miner, Block Miner
cyclicmagic:block_vacuum, Item Collector
cyclicmagic:ender_tnt_1, Dynamite I
cyclicmagic:purple_chestplate, Crystallized Obsidian Chestplate
cyclicmagic:ender_tnt_2, Dynamite II
cyclicmagic:ender_tnt_3, Dynamite III
cyclicmagic:mattock, Mattock
cyclicmagic:sword_ender, Sword of Evasion
cyclicmagic:corrupted_chorus, Corrupted Chorus Fruit
cyclicmagic:clock, Redstone Clock
cyclicmagic:ender_tnt_4, Dynamite IV
cyclicmagic:ender_tnt_5, Dynamite V
cyclicmagic:apple_emerald, Emerald Apple
cyclicmagic:dynamite_safe, Combat Dynamite
cyclicmagic:ender_tnt_6, Dynamite VI
cyclicmagic:trash, Trash Void
cyclicmagic:block_soundproofing, Soundproofing
cyclicmagic:horse_upgrade_speed, Redstone Carrot
cyclicmagic:end_gold_ore, End Gold Ore
cyclicmagic:block_library, Ender Bookshelf
cyclicmagic:tool_mount, Stirrups
cyclicmagic:glowing_chorus, Glowing Chorus Fruit
cyclicmagic:block_fragile_auto, Responsive Scaffolding
cyclicmagic:plate_push_slowest, Slowest Slime Conveyor
cyclicmagic:heart_food, Heart Container
cyclicmagic:item_pipe_sort, Item Sorter
cyclicmagic:dropper_minecart, Dropper Minecart
cyclicmagic:ender_snow, Frost Bringer
cyclicmagic:evoker_fang, Evoker Fang
cyclicmagic:food_step, Apple of Lofty Stature
cyclicmagic:sandstone_pickaxe, Sandstone Pickaxe
cyclicmagic:exp_pylon, Experience Pylon
cyclicmagic:magnet_anti_block, Interdiction Plate
cyclicmagic:tool_prospector, Prospector
cyclicmagic:emerald_chestplate, Emerald Chestplate
cyclicmagic:plate_push, Slime Conveyor
cyclicmagic:builder_pattern, Pattern Replicator
cyclicmagic:block_shears, Shearing Block
cyclicmagic:charm_boat, Sailor Charm
cyclicmagic:nether_iron_ore, Nether Iron Ore
cyclicmagic:block_library_ctrl, Ender Library
cyclicmagic:stone_minecart, Stone Minecart
cyclicmagic:sprout_seed, Magic Bean
cyclicmagic:gold_minecart, Gold Minecart
cyclicmagic:end_coal_ore, End Coal Ore
cyclicmagic:sprout, Magic Bean Sprout
cyclicmagic:plate_vector, Aerial Faith Plate
cyclicmagic:tool_warp_spawn, Ender Wing
cyclicmagic:magic_net, Monster Ball
cyclicmagic:fluid_placer, Fluid Placer
cyclicmagic:charm_fire, Fire Charm
cyclicmagic:emerald_sword, Emerald Sword
cyclicmagic:ender_wool, Enhanced Shears
cyclicmagic:tool_spelunker, Cavefinder
cyclicmagic:tool_swap, Standard Exchange Scepter
cyclicmagic:sandstone_spade, Sandstone Shovel
cyclicmagic:entity_detector, Entity Detector
cyclicmagic:storage_bag, Sack of Storage
cyclicmagic:charm_water, Water Charm
cyclicmagic:charm_speed, Speed Charm
cyclicmagic:charm_antidote, Antidote Charm
dimensionaledibles:end_cake, End Cake
dimensionaledibles:nether_cake, Nether Cake
dimensionaledibles:overworld_cake, Overworld Cake
dimensionaledibles:ender_apple, Ender Apple
dimensionaledibles:nether_apple, Nether Apple
dimensionaledibles:overworld_apple, Overworld Apple
theoneprobe:probe, The One Probe
theoneprobe:creativeprobe, The Creative Probe
theoneprobe:probenote, The One Probe Read Me
theoneprobe:diamond_helmet_probe:0, Diamond Helmet with Probe
theoneprobe:gold_helmet_probe:0, Gold Helmet with Probe
theoneprobe:iron_helmet_probe:0, Iron Helmet with Probe
theoneprobe:probe_goggles, The One Probe (Bauble)
exchangers:expotato, Tuberous Exchanger
exchangers:excreative, Creative Exchanger
exchangers:exwooden, Wooden Exchanger
exchangers:exstone, Stone Exchanger
exchangers:exgolden, Golden Exchanger
exchangers:exiron, Iron Exchanger
exchangers:exdiamond, Diamond Exchanger
exchangers:exemerald, Emerald Exchanger
exchangers:exobsidian, Obsidian Exchanger
exchangers:excore_t1, Exchanger Core (Tier 1)
exchangers:excore_t2, Exchanger Core (Tier 2)
exchangers:excore_t3, Exchanger Core (Tier 3)
exchangers:exconductive, Conductive Iron Exchanger
exchangers:expulsating, Pulsating Iron Exchanger
exchangers:exelectricalsteel, Electrical Steel Exchanger
exchangers:exenergetic, Energetic Exchanger
exchangers:exdarksteel, Dark Steel Exchanger
exchangers:exvibrant, Vibrant Exchanger
exchangers:eioexcore_t1, Ender IO Exchanger Core (Tier 1)
exchangers:eioexcore_t2, Ender IO Exchanger Core (Tier 2)
exchangers:eioexcore_t3, Ender IO Exchanger Core (Tier 3)
exchangers:exleadstone, Leadstone Exchanger
exchangers:exhardened, Hardened Exchanger
exchangers:exreinforced, Reinforced Exchanger
exchangers:exsignalum, Signalum Exchanger
exchangers:exresonant, Resonant Exchanger
exchangers:teexcore_t1, Thermal Expansion Exchanger Core (Tier 1)
exchangers:teexcore_t2, Thermal Expansion Exchanger Core (Tier 2)
exchangers:teexcore_t3, Thermal Expansion Exchanger Core (Tier 3)
exchangers:exbasic, Basic Exchanger
exchangers:exadvanced, Advanced Exchanger
exchangers:exelite, Elite Exchanger
exchangers:exultimate, Ultimate Exchanger
exchangers:mekexcore_t1, Mekanism Exchanger Core (Tier 1)
exchangers:mekexcore_t2, Mekanism Exchanger Core (Tier 2)
exchangers:mekexcore_t3, Mekanism Exchanger Core (Tier 3)
exchangers:exlv, LV Exchanger
exchangers:exmv, MV Exchanger
exchangers:exhv, HV Exchanger
exchangers:ieexcore_t1, Immersive Engineering Exchanger Core (Tier 1)
exchangers:ieexcore_t2, Immersive Engineering Exchanger Core (Tier 2)
exchangers:ieexcore_t3, Immersive Engineering Exchanger Core (Tier 3)
industrialforegoing:petrified_fuel_generator, Petrified Fuel Generator
industrialforegoing:enchantment_refiner, Enchantment Sorter
industrialforegoing:enchantment_extractor, Enchantment Extractor
industrialforegoing:enchantment_aplicator, Enchantment Applicator
industrialforegoing:mob_relocator, Mob Crusher
industrialforegoing:potion_enervator, Potion Brewer
industrialforegoing:animal_independence_selector, Animal Baby Separator
industrialforegoing:animal_stock_increaser, Animal Feeder
industrialforegoing:crop_sower, Plant Sower
industrialforegoing:crop_enrich_material_injector, Plant Fertilizer
industrialforegoing:crop_recolector, Plant Gatherer
industrialforegoing:black_hole_unit, Black Hole Unit
industrialforegoing:water_condensator, Water Condensator
industrialforegoing:water_resources_collector, Resources Fisher
industrialforegoing:animal_resource_harvester, Animal Rancher
industrialforegoing:mob_slaughter_factory, Mob Slaughter Factory
industrialforegoing:mob_duplicator, Mob Duplicator
industrialforegoing:block_destroyer, Block Breaker
industrialforegoing:block_placer, Block Placer
industrialforegoing:tree_fluid_extractor, Tree Fluid Extractor
industrialforegoing:latex_processing_unit, Latex Processing Unit
industrialforegoing:sewage_composter_solidifier, Sewage Composter
industrialforegoing:animal_byproduct_recolector, Animal Sewer
industrialforegoing:sludge_refiner, Sludge Refiner
industrialforegoing:mob_detector, Mob Detector
industrialforegoing:lava_fabricator, Lava Fabricator
industrialforegoing:bioreactor, Bioreactor
industrialforegoing:biofuel_generator, Biofuel Generator
industrialforegoing:laser_base, Laser Base
industrialforegoing:laser_drill, Laser Drill
industrialforegoing:ore_processor, Ore Processor
industrialforegoing:black_hole_controller, Black Hole Controller
industrialforegoing:dye_mixer, Dye Mixer
industrialforegoing:enchantment_invoker, Enchantment Factory
industrialforegoing:spores_recreator, Spores Recreator
industrialforegoing:animal_growth_increaser, Animal Grower
industrialforegoing:material_stonework_factory, Material StoneWork Factory
industrialforegoing:black_hole_tank, Black Hole Tank
industrialforegoing:resourceful_furnace, Resourceful Furnace
industrialforegoing:villager_trade_exchanger, Villager Trade Exchanger
industrialforegoing:energy_field_provider, Energy Field Provider
industrialforegoing:oredictionary_converter, Ore Dictionary Converter
industrialforegoing:protein_reactor, Protein Reactor
industrialforegoing:protein_generator, Protein Generator
industrialforegoing:hydrator, Hydrator
industrialforegoing:wither_builder, Wither Builder
industrialforegoing:fluid_pump, Fluid Pump
industrialforegoing:fluid_crafter, Fluid Crafter
industrialforegoing:plant_interactor, Plant Interactor
industrialforegoing:item_splitter, Item Splitter
industrialforegoing:tinydryrubber, Tiny Dry Rubber
industrialforegoing:dryrubber, Dry Rubber
industrialforegoing:plastic, Plastic
industrialforegoing:fertilizer, Fertilizer
industrialforegoing:meat_feeder, Meat Feeder
industrialforegoing:mob_imprisonment_tool, Mob Imprisonment Tool
industrialforegoing:laser_lens:0, Laser Lens
industrialforegoing:laser_lens:1, Laser Lens
industrialforegoing:laser_lens:2, Laser Lens
industrialforegoing:laser_lens:3, Laser Lens
industrialforegoing:laser_lens:4, Laser Lens
industrialforegoing:laser_lens:5, Laser Lens
industrialforegoing:laser_lens:6, Laser Lens
industrialforegoing:laser_lens:7, Laser Lens
industrialforegoing:laser_lens:8, Laser Lens
industrialforegoing:laser_lens:9, Laser Lens
industrialforegoing:laser_lens:10, Laser Lens
industrialforegoing:laser_lens:11, Laser Lens
industrialforegoing:laser_lens:12, Laser Lens
industrialforegoing:laser_lens:13, Laser Lens
industrialforegoing:laser_lens:14, Laser Lens
industrialforegoing:laser_lens:15, Laser Lens
industrialforegoing:laser_lens_inverted:0, Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:1, Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:2, Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:3, Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:4, Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:5, Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:6, Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:7, Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:8, Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:9, Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:10, Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:11, Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:12, Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:13, Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:14, Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:15, Laser Lens (Inverted)
industrialforegoing:straw, Straw
industrialforegoing:pink_slime, Pink Slime
industrialforegoing:book_manual, Industrial Foregoing's Manual
industrialforegoing:adult_filter, Adult Filter
industrialforegoing:range_addon:0, Range Addon
industrialforegoing:range_addon:1, Range Addon
industrialforegoing:range_addon:2, Range Addon
industrialforegoing:range_addon:3, Range Addon
industrialforegoing:range_addon:4, Range Addon
industrialforegoing:range_addon:5, Range Addon
industrialforegoing:range_addon:6, Range Addon
industrialforegoing:range_addon:7, Range Addon
industrialforegoing:range_addon:8, Range Addon
industrialforegoing:range_addon:9, Range Addon
industrialforegoing:range_addon:10, Range Addon
industrialforegoing:range_addon:11, Range Addon
industrialforegoing:energy_field_addon, Energy Field Addon
industrialforegoing:leaf_shearing, Leaf Shearing Addon
mysticalagriculture:storage:0, §eBlock of Inferium Essence
mysticalagriculture:storage:1, §aBlock of Prudentium Essence
mysticalagriculture:storage:2, §6Block of Intermedium Essence
mysticalagriculture:storage:3, §bBlock of Superium Essence
mysticalagriculture:storage:4, §cBlock of Supremium Essence
mysticalagriculture:storage:5, Block of Prosperity
mysticalagriculture:ingot_storage:0, Block of Base Essence
mysticalagriculture:ingot_storage:1, §eBlock of Inferium
mysticalagriculture:ingot_storage:2, §aBlock of Prudentium
mysticalagriculture:ingot_storage:3, §6Block of Intermedium
mysticalagriculture:ingot_storage:4, §bBlock of Superium
mysticalagriculture:ingot_storage:5, §cBlock of Supremium
mysticalagriculture:ingot_storage:6, §dBlock of Soulium
mysticalagriculture:coal_block:0, §eBlock of Inferium Coal
mysticalagriculture:coal_block:1, §aBlock of Prudentium Coal
mysticalagriculture:coal_block:2, §6Block of Intermedium Coal
mysticalagriculture:coal_block:3, §bBlock of Superium Coal
mysticalagriculture:coal_block:4, §cBlock of Supremium Coal
mysticalagriculture:soulstone:0, Soulstone
mysticalagriculture:soulstone:1, Cobbled Soulstone
mysticalagriculture:soulstone:2, Polished Soulstone
mysticalagriculture:soulstone:3, Soulstone Bricks
mysticalagriculture:soulstone:4, Cracked Soulstone Bricks
mysticalagriculture:soulstone:5, Chiseled Soulstone
mysticalagriculture:soulstone:6, Soulstone Slab Block
mysticalagriculture:soulstone_slab:0, Soulstone Slab
mysticalagriculture:cobbled_soulstone_slab:0, Cobbled Soulstone Slab
mysticalagriculture:soulstone_brick_slab:0, Soulstone Brick Slab
mysticalagriculture:cobbled_soulstone_stairs, Cobbled Soulstone Stairs
mysticalagriculture:soulstone_brick_stairs, Soulstone Brick Stairs
mysticalagriculture:cobbled_soulstone_wall, Cobbled Soulstone Wall
mysticalagriculture:soulstone_brick_wall, Soulstone Brick Wall
mysticalagriculture:soul_glass, Soul Glass
mysticalagriculture:soul_glass_pane, Soul Glass Pane
mysticalagriculture:inferium_furnace, §eInferium Furnace
mysticalagriculture:prudentium_furnace, §aPrudentium Furnace
mysticalagriculture:intermedium_furnace, §6Intermedium Furnace
mysticalagriculture:superium_furnace, §bSuperium Furnace
mysticalagriculture:supremium_furnace, §cSupremium Furnace
mysticalagriculture:ultimate_furnace, §8Ultimate Furnace
mysticalagriculture:prosperity_ore, Prosperity Ore
mysticalagriculture:nether_prosperity_ore, Nether Prosperity Ore
mysticalagriculture:end_prosperity_ore, End Prosperity Ore
mysticalagriculture:inferium_ore, §eInferium Ore
mysticalagriculture:nether_inferium_ore, §eNether Inferium Ore
mysticalagriculture:end_inferium_ore, §eEnd Inferium Ore
mysticalagriculture:growth_accelerator, §eGrowth Accelerator
mysticalagriculture:mystical_machine_frame, Mystical Machine Frame
mysticalagriculture:glowstone_lamp, Glowstone Lamp
mysticalagriculture:seed_reprocessor, Seed Reprocessor
mysticalagriculture:witherproof_block, Witherproof Block
mysticalagriculture:witherproof_glass, Witherproof Glass
mysticalagriculture:tinkering_table:0, Tinkering Table
mysticalagriculture:tinkering_table:1, Tinkering Table
mysticalagriculture:tinkering_table:2, Tinkering Table
mysticalagriculture:tinkering_table:3, Tinkering Table
mysticalagriculture:tinkering_table:4, Tinkering Table
mysticalagriculture:tier1_inferium_crop, Tier 1 Inferium Crop
mysticalagriculture:tier2_inferium_crop, Tier 2 Inferium Crop
mysticalagriculture:tier3_inferium_crop, Tier 3 Inferium Crop
mysticalagriculture:tier4_inferium_crop, Tier 4 Inferium Crop
mysticalagriculture:tier5_inferium_crop, Tier 5 Inferium Crop
mysticalagriculture:stone_crop, Stone Crop
mysticalagriculture:dirt_crop, Dirt Crop
mysticalagriculture:nature_crop, Nature Crop
mysticalagriculture:wood_crop, Wood Crop
mysticalagriculture:water_crop, Water Crop
mysticalagriculture:ice_crop, Ice Crop
mysticalagriculture:fire_crop, Fire Crop
mysticalagriculture:dye_crop, Dye Crop
mysticalagriculture:nether_crop, Nether Crop
mysticalagriculture:coal_crop, Coal Crop
mysticalagriculture:iron_crop, Iron Crop
mysticalagriculture:nether_quartz_crop, Nether Quartz Crop
mysticalagriculture:glowstone_crop, Glowstone Crop
mysticalagriculture:redstone_crop, Redstone Crop
mysticalagriculture:obsidian_crop, Obsidian Crop
mysticalagriculture:gold_crop, Gold Crop
mysticalagriculture:lapis_lazuli_crop, Lapis Lazuli Crop
mysticalagriculture:end_crop, End Crop
mysticalagriculture:experience_crop, Experience Crop
mysticalagriculture:diamond_crop, Diamond Crop
mysticalagriculture:emerald_crop, Emerald Crop
mysticalagriculture:zombie_crop, Zombie Crop
mysticalagriculture:pig_crop, Pig Crop
mysticalagriculture:chicken_crop, Chicken Crop
mysticalagriculture:cow_crop, Cow Crop
mysticalagriculture:sheep_crop, Sheep Crop
mysticalagriculture:slime_crop, Slime Crop
mysticalagriculture:skeleton_crop, Skeleton Crop
mysticalagriculture:creeper_crop, Creeper Crop
mysticalagriculture:spider_crop, Spider Crop
mysticalagriculture:rabbit_crop, Rabbit Crop
mysticalagriculture:guardian_crop, Guardian Crop
mysticalagriculture:blaze_crop, Blaze Crop
mysticalagriculture:ghast_crop, Ghast Crop
mysticalagriculture:enderman_crop, Enderman Crop
mysticalagriculture:wither_skeleton_crop, Wither Skeleton Crop
mysticalagriculture:silicon_crop, Silicon Crop
mysticalagriculture:sulfur_crop, Sulfur Crop
mysticalagriculture:aluminum_crop, Aluminum Crop
mysticalagriculture:copper_crop, Copper Crop
mysticalagriculture:saltpeter_crop, Saltpeter Crop
mysticalagriculture:tin_crop, Tin Crop
mysticalagriculture:bronze_crop, Bronze Crop
mysticalagriculture:silver_crop, Silver Crop
mysticalagriculture:lead_crop, Lead Crop
mysticalagriculture:steel_crop, Steel Crop
mysticalagriculture:nickel_crop, Nickel Crop
mysticalagriculture:constantan_crop, Constantan Crop
mysticalagriculture:electrum_crop, Electrum Crop
mysticalagriculture:invar_crop, Invar Crop
mysticalagriculture:mithril_crop, Mithril Crop
mysticalagriculture:uranium_crop, Uranium Crop
mysticalagriculture:platinum_crop, Platinum Crop
mysticalagriculture:iridium_crop, Iridium Crop
mysticalagriculture:blizz_crop, Blizz Crop
mysticalagriculture:blitz_crop, Blitz Crop
mysticalagriculture:basalz_crop, Basalz Crop
mysticalagriculture:signalum_crop, Signalum Crop
mysticalagriculture:lumium_crop, Lumium Crop
mysticalagriculture:enderium_crop, Enderium Crop
mysticalagriculture:aluminum_brass_crop, Aluminum Brass Crop
mysticalagriculture:knightslime_crop, Knightslime Crop
mysticalagriculture:ardite_crop, Ardite Crop
mysticalagriculture:cobalt_crop, Cobalt Crop
mysticalagriculture:manyullyn_crop, Manyullyn Crop
mysticalagriculture:mystical_flower_crop, Mystical Flower Crop
mysticalagriculture:manasteel_crop, Manasteel Crop
mysticalagriculture:elementium_crop, Elementium Crop
mysticalagriculture:terrasteel_crop, Terrasteel Crop
mysticalagriculture:osmium_crop, Osmium Crop
mysticalagriculture:glowstone_ingot_crop, Glowstone Ingot Crop
mysticalagriculture:refined_obsidian_crop, Refined Obsidian Crop
mysticalagriculture:marble_crop, Marble Crop
mysticalagriculture:limestone_crop, Limestone Crop
mysticalagriculture:basalt_crop, Basalt Crop
mysticalagriculture:steeleaf_crop, Steeleaf Crop
mysticalagriculture:ironwood_crop, Ironwood Crop
mysticalagriculture:knightmetal_crop, Knightmetal Crop
mysticalagriculture:fiery_ingot_crop, Fiery Ingot Crop
mysticalagriculture:black_quartz_crop, Black Quartz Crop
mysticalagriculture:draconium_crop, Draconium Crop
mysticalagriculture:yellorium_crop, Yellorium Crop
mysticalagriculture:sky_stone_crop, Sky Stone Crop
mysticalagriculture:certus_quartz_crop, Certus Quartz Crop
mysticalagriculture:fluix_crop, Fluix Crop
mysticalagriculture:miners_torch, Miner's Torch
mysticalagriculture:crafting:0, §eInferium Essence
mysticalagriculture:crafting:1, §aPrudentium Essence
mysticalagriculture:crafting:2, §6Intermedium Essence
mysticalagriculture:crafting:3, §bSuperium Essence
mysticalagriculture:crafting:4, §cSupremium Essence
mysticalagriculture:crafting:5, Prosperity Shard
mysticalagriculture:crafting:6, Nature Cluster
mysticalagriculture:crafting:7, Dye Cluster
mysticalagriculture:crafting:8, Nether Cluster
mysticalagriculture:crafting:9, End Cluster
mysticalagriculture:crafting:10, Mystical Flower Cluster
mysticalagriculture:crafting:14, Blank Record
mysticalagriculture:crafting:15, Blank Skull
mysticalagriculture:crafting:16, Base Crafting Seed
mysticalagriculture:crafting:17, Tier 1 Crafting Seed
mysticalagriculture:crafting:18, Tier 2 Crafting Seed
mysticalagriculture:crafting:19, Tier 3 Crafting Seed
mysticalagriculture:crafting:20, Tier 4 Crafting Seed
mysticalagriculture:crafting:21, Tier 5 Crafting Seed
mysticalagriculture:crafting:22, Mystical Stick
mysticalagriculture:crafting:23, Mystical String
mysticalagriculture:crafting:24, Mystical Feather
mysticalagriculture:crafting:28, Soul Dust
mysticalagriculture:crafting:29, §dSoulium Dust
mysticalagriculture:crafting:32, Base Essence Ingot
mysticalagriculture:crafting:33, §eInferium Ingot
mysticalagriculture:crafting:34, §aPrudentium Ingot
